Id,url,urlComes,time
820,http://www.ebay.com.au/p/Nikon-Nikkor-AF-S-70-200mm-f-4-0-ED-VR-SIC-IF-SWM-N-M-A-Lens/129680033?_trkparms=aid%3D666006%26algo%3DPRP.MBE%26ao%3D1%26asc%3D20151029144915%26meid%3D25d3fb20e32740ffa1ef85ef969b1283%26pid%3D100534%26rk%3D7%26rkt%3D14%26&_trksid=p2349526.c100534.m4207&rt=nc,http://www.ebay.com.au/p/Nikon-Nikkor-AF-S-70-200mm-f-4-0-ED-VR-SIC-IF-SWM-N-M-A-Lens/129680033?_trkparms=aid%3D666006%26algo%3DPRP.MBE%26ao%3D1%26asc%3D20151029144915%26meid%3D25d3fb20e32740ffa1ef85ef969b1283%26pid%3D100534%26rk%3D7%26rkt%3D14%26&_trksid=p2349526.c100534.m4207&rt=nc,2017-04-09 04:35:46.622722
821,http://www.ebay.com.au/itm/Solid-Black-Professional-Slim-Laptop-Backpack-Setting-All-Place-Out-Your-Force-/112364304803?ViewItemRevisionDetails=&_trksid=p2047675.l2569&rt=nc,http://www.ebay.com.au/itm/Solid-Black-Professional-Slim-Laptop-Backpack-Setting-All-Place-Out-Your-Force-/112364304803?ViewItemRevisionDetails=&rt=nc&_trksid=p2047675.l2569,2017-04-09 04:35:46.682171
822,http://www.ebay.com.au/gds/Most-Popular-Nikon-Lenses-/10000000204969066/g.html,http://www.ebay.com.au/gds/Most-Popular-Nikon-Lenses-/10000000204969066/g.html,2017-04-09 04:35:46.746146
823,http://www.ebay.com.au/p/Sigma-EX-105mm-f-2-8-DG-EX-HSM-OS-Lens-for-Nikon/114817915?_trkparms=aid%3D666006%26algo%3DPRP.MBE%26ao%3D1%26asc%3D20151029144915%26meid%3D25d3fb20e32740ffa1ef85ef969b1283%26pid%3D100534%26rk%3D6%26rkt%3D14%26&_trksid=p2349526.c100534.m4207&rt=nc,http://www.ebay.com.au/p/Sigma-EX-105mm-f-2-8-DG-EX-HSM-OS-Lens-for-Nikon/114817915?_trkparms=aid%3D666006%26algo%3DPRP.MBE%26ao%3D1%26asc%3D20151029144915%26meid%3D25d3fb20e32740ffa1ef85ef969b1283%26pid%3D100534%26rk%3D6%26rkt%3D14%26&_trksid=p2349526.c100534.m4207&rt=nc,2017-04-09 04:35:46.800164
824,http://www.ebay.com.au/p/Nikon-Zoom-Nikkor-80-200mm-f-2-8-AF-ED-Lens/57396103?_trkparms=aid%3D666006%26algo%3DPRP.MBE%26ao%3D1%26asc%3D20151029144915%26meid%3D25d3fb20e32740ffa1ef85ef969b1283%26pid%3D100534%26rk%3D14%26rkt%3D14%26&_trksid=p2349526.c100534.m4207&rt=nc,http://www.ebay.com.au/p/Nikon-Zoom-Nikkor-80-200mm-f-2-8-AF-ED-Lens/57396103?_trkparms=aid%3D666006%26algo%3DPRP.MBE%26ao%3D1%26asc%3D20151029144915%26meid%3D25d3fb20e32740ffa1ef85ef969b1283%26pid%3D100534%26rk%3D14%26rkt%3D14%26&_trksid=p2349526.c100534.m4207&rt=nc,2017-04-09 04:35:46.993595
825,http://www.ebay.com.au/,http://pages.ebay.com/messages/AU_page_not_responding.html?eBayErrorEventName=p4pfanjkrk9%3Fjqp6d71f%2B%3F54%60-2017.04.09.01.35.46.396.MST,2017-04-09 04:35:47.197532
826,http://www.ebay.com.au/itm/Nikon-Nikkor-70-200mm-f-2-8-G-ED-VR-II-Lens/232270141835?_trkparms=aid%3D222007%26algo%3DSIC.MBE%26ao%3D2%26asc%3D42399%26meid%3D10038f2792c04404aedf8e5cc9329b33%26pid%3D100005%26rk%3D1%26rkt%3D6%26sd%3D182495714474&_trksid=p2047675.c100005.m1851,http://www.ebay.com.au/itm/Nikon-Nikkor-70-200mm-f-2-8-G-ED-VR-II-Lens/232270141835?_trkparms=aid%3D222007%26algo%3DSIC.MBE%26ao%3D2%26asc%3D42399%26meid%3D10038f2792c04404aedf8e5cc9329b33%26pid%3D100005%26rk%3D1%26rkt%3D6%26sd%3D182495714474&_trksid=p2047675.c100005.m1851,2017-04-09 04:35:47.498354
827,http://enable-javascript.com/,http://www.ebay.com.au/sch/Manual-Focus-Lens-for-Leica-Camera/3323/bn_85217/i.html?_fsrp=1&_pgn=1,2017-04-09 04:35:48.015937
828,http://www.ebay.com.au/itm/Voigtlander-NOKTON-40mm-f-1-4-MC-Lens-40-f1-4-Multi-Coated-for-Leica-M-Mount-/172574800229?hash=item282e427965%3Ag%3AoYgAAOSw4CFYx3gm,http://www.ebay.com.au/itm/Voigtlander-NOKTON-40mm-f-1-4-MC-Lens-40-f1-4-Multi-Coated-for-Leica-M-Mount-/172574800229?hash=item282e427965%3Ag%3AoYgAAOSw4CFYx3gm,2017-04-09 04:35:48.200634
829,https://signin.ebay.com.au/ws/eBayISAPI.dll?SignIn=&UsingSSL=1&_trksid=p2046448.m2450&co_partnerId=2&pageType=2046448&ru=https%3A%2F%2Fcart.payments.ebay.com.au%2Fsc%2Fview&siteid=15,https://signin.ebay.com.au/ws/eBayISAPI.dll?SignIn=&UsingSSL=1&_trksid=p2046448.m2450&co_partnerId=2&pageType=2046448&ru=https%3A%2F%2Fcart.payments.ebay.com.au%2Fsc%2Fview&siteid=15,2017-04-09 04:35:48.307037
830,http://www.ebay.com.au/p/leica-summilux-m-50mm-f-1-4-mf-lens/168324396?iid=262921315441,http://www.ebay.com.au/p/leica-summilux-m-50mm-f-1-4-mf-lens/168324396?iid=262921315441,2017-04-09 04:35:48.343111
831,http://www.ebay.com.au/,http://pages.ebay.com/messages/AU_page_not_responding.html?eBayErrorEventName=p4lc%60bqlhso%3F%3Ctof2e37e*%60g24-2017.04.09.01.35.48.318.MST,2017-04-09 04:35:48.361861
832,http://enable-javascript.com/,http://www.ebay.com.au/sch/Manual-Focus-Lens-for-Leica-Camera/3323/i.html?Compatible%2520Brand=For%2520Leica&Focus%2520Type=Manual&Type=Portrait&rt=nc,2017-04-09 04:35:48.508335
833,http://enable-javascript.com/,http://www.ebay.com.au/sch/Manual-Focus-Lens-for-Leica-Camera/3323/i.html?Compatible%2520Brand=For%2520Leica&Focus%2520Type=Manual&Type=Aspherical&rt=nc,2017-04-09 04:35:48.602683
834,http://www.ebay.com.au/itm/Rare-Leica-Summilux-M-50mm-f-1-4-MF-Lens-with-engraving-defect-/262921315441?hash=item3d3754e471%3Ag%3AQaMAAOSwTM5YzyjO,http://www.ebay.com.au/itm/Rare-Leica-Summilux-M-50mm-f-1-4-MF-Lens-with-engraving-defect-/262921315441?hash=item3d3754e471%3Ag%3AQaMAAOSwTM5YzyjO,2017-04-09 04:35:48.709541
835,http://enable-javascript.com/,http://www.ebay.com.au/sch/Manual-Focus-Lens-for-Leica-Camera/3323/i.html?Compatible%2520Brand=For%2520Leica&Focus%2520Type=Manual&Type=Standard&rt=nc,2017-04-09 04:35:48.815379
836,http://enable-javascript.com/,http://www.ebay.com.au/sch/Manual-Focus-Lens-for-Leica-Camera/3323/i.html?Compatible%2520Brand=For%2520Leica&Focus%2520Type=Manual&LH_RPA=1&rt=nc,2017-04-09 04:35:48.934007
837,http://www.ebay.com.au/sch/Manual-Focus-Lens-for-Minolta-Camera/3323/bn_85209/i.html,http://www.ebay.com.au/sch/Manual-Focus-Lens-for-Minolta-Camera/3323/bn_85209/i.html,2017-04-09 04:35:49.482201
838,http://www.ebay.com.au/sch/Auto-and-Manual-Focus-Lens-for-Olympus-Camera/3323/bn_85195/i.html,http://www.ebay.com.au/sch/Auto-and-Manual-Focus-Lens-for-Olympus-Camera/3323/bn_85195/i.html,2017-04-09 04:35:50.328827
839,http://stores.ebay.com.au/bv-onlineshop,http://stores.ebay.com.au/bv-onlineshop,2017-04-09 04:35:50.380617
840,http://www.ebay.com.au/p/canon-ef-50mm-f-1-8-ii-lens/113396162?iid=222373184978,http://www.ebay.com.au/p/canon-ef-50mm-f-1-8-ii-lens/113396162?iid=222373184978,2017-04-09 04:35:50.415264
841,http://www.ebay.com.au/sch/Manual-Focus-Lens-for-Nikon-Camera/3323/bn_85204/i.html,http://www.ebay.com.au/sch/Manual-Focus-Lens-for-Nikon-Camera/3323/bn_85204/i.html,2017-04-09 04:35:50.656627
842,http://www.ebay.com.au/itm/Free-Shipping-Canon-EF-50mm-f-1-8-II-Lens-with-box-from-Japan-Near-Mint-0126L-/222373184978?hash=item33c67985d2%3Ag%3APcoAAOSw44BYHCwJ,http://www.ebay.com.au/itm/Free-Shipping-Canon-EF-50mm-f-1-8-II-Lens-with-box-from-Japan-Near-Mint-0126L-/222373184978?hash=item33c67985d2%3Ag%3APcoAAOSw44BYHCwJ,2017-04-09 04:35:50.764312
843,http://www.ebay.com.au/p/canon-ef-70-200mm-f-2-8l-usm-telephoto-zoom-lens/691498294?iid=361848259196,http://www.ebay.com.au/p/canon-ef-70-200mm-f-2-8l-usm-telephoto-zoom-lens/691498294?iid=361848259196,2017-04-09 04:35:50.855620
